2025-05-05T19:00:52.317141+0300 | DEBUG |     step_size=0.06000, reward=-4.550e-01, done=False
2025-05-05T19:00:52.331775+0300 | DEBUG |     step_size=0.04500, reward=-4.441e-16, done=False
2025-05-05T19:00:52.331775+0300 | DEBUG |     step_size=0.06000, reward=9.311e-01, done=False
2025-05-05T19:00:52.348674+0300 | DEBUG |     step_size=0.06000, reward=9.311e-01, done=False
2025-05-05T19:00:52.363191+0300 | DEBUG |     step_size=0.06000, reward=9.311e-01, done=False
2025-05-05T19:00:52.363191+0300 | DEBUG |     step_size=0.04500, reward=-4.441e-16, done=False
2025-05-05T19:00:52.378823+0300 | DEBUG |     step_size=0.06000, reward=-4.738e-01, done=False
2025-05-05T19:00:52.378823+0300 | DEBUG |     step_size=0.04500, reward=-7.915e-02, done=False
2025-05-05T19:00:52.395948+0300 | DEBUG |     step_size=0.02500, reward=-9.768e-01, done=False
2025-05-05T19:00:52.403461+0300 | DEBUG |     step_size=0.02900, reward=-9.445e-01, done=False
2025-05-05T19:00:52.411974+0300 | DEBUG |     step_size=0.03300, reward=-6.781e-01, done=False
2025-05-05T19:00:52.427819+0300 | DEBUG |     step_size=0.05200, reward=-9.982e-01, done=False
2025-05-05T19:00:52.427819+0300 | DEBUG |     step_size=0.07000, reward=-1.000e+00, done=False
2025-05-05T19:00:52.442334+0300 | DEBUG |     step_size=0.04500, reward=-4.441e-16, done=False
2025-05-05T19:00:52.442334+0300 | DEBUG |     step_size=0.05200, reward=6.514e-01, done=False
2025-05-05T19:00:52.459283+0300 | DEBUG |     step_size=0.04500, reward=-4.441e-16, done=False
2025-05-05T19:00:52.459283+0300 | DEBUG |     step_size=0.05200, reward=-3.051e-03, done=False
2025-05-05T19:00:52.475013+0300 | DEBUG |     step_size=0.04500, reward=-4.441e-16, done=False
2025-05-05T19:00:52.489576+0300 | DEBUG |     step_size=0.05200, reward=6.514e-01, done=False
